"발생일시","관할해경서","발생해역","발생유형","발생원인","기상특보","사고선박수","구조인원","부상인원","사망인원","실종인원","사고위치","위도","경도","선종1","톤수1","선종2","톤수2","선종3","톤수3"
"2011-10-07 22:07","목포","항계내","침수","관리소홀","양호","1","0","0","0","0","전남 목포시 북항 4부두","34|48|00","126|21|00","여객선","84",,,,
"2011-10-07 20:00","목포","항계내","기타","운항부주의","양호","2","2","0","0","0","전남 무안군 해제면 양월리 마을 공동어장","35|00|54","126|17|14","어선","0.65","어선","0.91",,
"2011-10-07 14:29","통영","영해","좌초","운항부주의","양호","2","6","0","0","0","창원시 잠도 남서방 약100m해상","35|03|33","128|40|04","예부선","40","예부선","250",,
"2011-10-07 10:40","통영","영해","기관고장","관리소홀","양호","1","1","0","0","0","국도 뒤편","34|32|21","128|26|48","낚시어선","9.77",,,,
"2011-10-07 09:30","태안","영해","추진기장애","운항부주의","양호","1","11","0","0","0","태안군 근흥면 옹도 남방 8마일","36|31|45","125|57|0","어선","4.92",,,,
"2011-10-07 09:18","태안","영해","기관고장","정비불량","저시정","1","10","0","0","0","태안군 근흥면 흑도 남방 1마일 해상","36|43|10","125|56|37","낚시어선","4.36",,,,
"2011-10-07 08:39","서귀포","공해","기관고장","정비불량","양호","1","8","0","0","0","서귀포 남서 220마일","29|46|00","125|19|00","어선","29",,,,
"2011-10-07 07:00","여수","영해","기관고장","운항부주의","양호","1","14","0","0","0","여수시 삼산면 문도 북동방","34|09|44","127|36|79","낚시어선","9.77",,,,
"2011-10-06 23:00","제주","EEZ 30마일 이내","충돌","운항부주의","양호","1","9","0","0","0","차귀도 남서방 45마일","33|09|00","125|15|00","어선","71",,,,
"2011-10-06 20:00","동해","EEZ 30마일 이내","기관고장","기타","황천5급","1","8","0","0","0","독도 북동 110마일 해점","38|25|0","133|42|0","어선","9.77",,,,
"2011-10-06 16:30","포항","영해","타기고장","정비불량","양호","1","7","0","0","0","후포 동방7.2마일","36|40|80","129|36|42","낚시어선","7.31",,,,
"2011-10-06 14:05","목포","영해","표류","연료고갈","양호","1","1","0","0","0","전남 해남군 화원면 양화리 앞 해상","34|45|08","126|18|48","어선","1.55",,,,
"2011-10-06 09:30","태안","영해","충돌","운항부주의","양호","1","0","0","0","0","36-48.20N 125-41.40E","36|48|20","125|41|40","어선","46",,,,
"2011-10-06 06:48","속초","영해","기관고장","정비불량","양호","1","1","0","0","0","장사항 북동방 2.5마일","38|15|19","128|37|49","어선","2.07",,,,
"2011-10-06 06:30","부산","영해","기관고장","정비불량","양호","1","3","0","0","0","북형제도 동방 2.5마일 해상","34|54|00","129|00|01","어선","23",,,,
"2011-10-05 23:10","목포","영해","기관고장","정비불량","양호","1","8","0","0","0","전남 진도군 조도면 맹골도 서방 4마일","34|14|00","125|46|00","어선","29",,,,
"2011-10-05 22:00","동해","영해","화재","기타","양호","1","2","0","0","0","울릉도 남동방 11.5마일","37|18|00","131|01|00","어선","9.77",,,,
"2011-10-05 03:30","태안","영해","추진기장애","운항부주의","양호","1","0","0","0","0","격비도 북서방 8마일","36|42|0","125|25|0","어선","20",,,,
"2011-10-04 08:30","완도","영해","침수","기타","양호","1","3","0","0","0","완도군 소안면 미라리 고래여 연안 해상","34|08|47","126|41|46","기타","3.42",,,,
"2011-10-04 07:54","통영","항계내","기관고장","정비불량","양호","1","2","0","0","0","통영시 용남면 지도","34|48|45","128|27|78","어선","3.69",,,,
"2011-10-04 06:20","통영","영해","기관고장","기타","양호","1","4","0","0","0","실리도 인근 해상","35|02|93","128|35|76","기타","3",,,,
"2011-10-04 05:40","울산","영해-EEZ","기관고장","정비불량","황천5급","1","7","0","0","0","부산 기장군 대변항 동방 40마일","35|10|00","130|09|00","어선","25",,,,
"2011-10-03 20:00","통영","항계내","기관고장","정비불량","양호","1","5","0","0","0","구거제대교 아래","34|53|03","128|28|21","어선","4.2",,,,
"2011-10-03 18:11","속초","영해-EEZ","타기고장","정비불량","양호","1","7","0","0","0","아야진 동방 53마일","38|16|00","129|41|00","어선","29",,,,
"2011-10-03 17:08","통영","항계내","기타","운항부주의","양호","1","1","0","0","0","창원시 진해구 명동 인근해상","34|04|30","128|42|48","기타","0.49",,,,
"2011-10-03 15:50","제주","영해","기타","운항부주의","양호","1","7","0","0","0","우도북방23마일, 여서도남방3.2마일","33|55|00","126|56|00","어선","47",,,,
"2011-10-03 15:50","완도","영해","충돌","운항부주의","양호","2","17","0","0","0","완도군 청산면 여서도 남방 3.2M","33|55|00","126|56|00","화물선","1571","어선","47",,
"2011-10-03 14:05","통영","항계내","기관고장","정비불량","양호","1","1","0","0","0","경남 고성군 상대호도 ~ 두도해상","34|53|12","128|16|32","어선","2.9",,,,
"2011-10-03 08:56","태안","영해","기관고장","정비불량","양호","1","2","0","0","0","보령시 오천면 효자도 남동방 3.1마일 해상","36|26|0","126|28|0","어선","4.37",,,,
"2011-10-03 08:10","부산","항계내","추진기장애","기타","양호","1","4","0","0","0","광안대교와 행누대 꽃등대 삼각지점 사이 해상","35|07|79","129|10|25","기타","4.98",,,,
"2011-10-02 19:20","통영","항계내","기타","운항부주의","양호","1","0","0","0","0","통영시 용남면 원평리 적촌 지도호 선착장","34|54|10","128|28|13","어선","2.44",,,,
"2011-10-02 18:56","태안","영해","기관고장","정비불량","양호","1","2","0","0","0","모항항 서방 4마일","36|48|0","126|02|0","어선","29",,,,
"2011-10-02 18:20","목포","영해","추진기장애","운항부주의","양호","1","7","0","0","0","전남 신안군 만재도 남동 6마일","34|08|00","125|34|00","어선","7.93",,,,
"2011-10-02 17:20","평택","영해","기관고장","정비불량","양호","1","0","0","0","0","화성시 입파도 남동방 0.6마일","000|00|00","000|00|00","기타","2.3",,,,
"2011-10-02 14:50","평택","영해","기관고장","정비불량","저시정","1","0","0","0","0","풍도 근해상","000|00|00","00|00|00","낚시어선","9.77",,,,
"2011-10-02 11:22","평택","영해","표류","운항부주의","양호","1","1","0","0","0","선재대교 인근해상","37|11|10","126|27|30","모터보트","0",,,,
"2011-10-02 11:15","인천","영해","표류","정비불량","양호","1","1","0","0","0","인천 영흥면 진두항 약500m 가량","37|14|53","126|29|53","기타","0.5",,,,
"2011-10-02 09:50","여수","영해","기관고장","정비불량","양호","1","4","0","0","0","여수시 화정면 나발도 인근 해상","34|34|48","127|44|80","모터보트","1.5",,,,
"2011-10-02 07:57","태안","영해","기관고장","정비불량","양호","1","3","0","0","0","외연도 근해 관장도 북쪽 1마일 해상","36|16|0","126|05|0","어선","7.93",,,,
"2011-10-02 03:20","완도","항계내","화재","기타","황천5급","4","0","0","0","0","완도군 신지면 강독리 선착장","34|20|13","126|45|30","어선","4.01","어선","4.95","어선","4.85"
"2011-10-01 21:00","통영","항계내","기관고장","정비불량","양호","1","1","0","0","0","고성군 거류면 고려화공 수문쪽","35|01|14","128|22|18","모터보트","0.5",,,,
"2011-10-01 19:20","제주","영해","기관고장","정비불량","양호","1","1","0","0","0","제주시 연대포구 앞 300m 해상","33|31|00","126|27|00","어선","1.8",,,,
"2011-10-01 17:50","목포","항계내","좌초","운항부주의","양호","1","1","0","0","0","전남 신안군 안좌면 복호리 앞 약 0.2마일","34|41|55","126|10|05","어선","14",,,,
"2011-10-01 12:19","목포","항계내","기관고장","관리소홀","양호","1","1","0","0","0","전남 목포시 산정동 유달조선소 앞 해상","34|48|00","126|22|00","모터보트","0",,,,
"2011-10-01 05:10","여수","항계내","침수","관리소홀","양호","1","0","0","0","0","여수시 국동항 잠수기수협 앞","34|44|30","127|43|00","어선","4.97",,,,
"2011-10-01 04:50","평택","영해","기타","기타","황천5급","2","47","0","0","0","충남 서산시 대산읍 장안서 남서방 1.7마일","37|03|7","126|11|7","화물선","38871","기타","42539",,
"2011-10-01 04:25","서귀포","공해","충돌","기타","풍랑주의보","1","9","0","0","0","서귀포 남서 213마일","29|41|00","126|00|00","어선","47",,,,
"2011-10-01 00:10","통영","항계내","충돌","운항부주의","양호","3","16","0","0","0","마산합포구 돝섬 ~ 마산4부두","35|11|48","128|34|48","예부선","21","예부선","470","화물선","2215"
"2011-09-30 23:37","목포","영해","타기고장","관리소홀","풍랑주의보","1","13","0","0","0","전남 신안군 흑산면 대흑산도 동방 1.7마일","34|41|00","125|29|00","어선","141",,,,
"2011-09-30 14:52","부산","항계내","추진기장애","기타","양호","1","2","0","0","0","해운대 파라다이스호텔 앞 해상","35|09|22","129|09|85","요트","0",,,,
"2011-09-30 13:17","통영","항계내","기관고장","정비불량","양호","1","1","0","0","0","남해군 미조면 조도 인근해상","34|41|29","128|03|00","어선","1.99",,,,
"2011-09-30 10:20","군산","항계내","전복","관리소홀","양호","1","0","0","0","0","군산시 옥도면 새만금 방조제 가력도 항내","35|43|00","126|31|00","모터보트","1.48",,,,
"2011-09-30 09:35","통영","항계내","표류","정비불량","양호","1","1","0","0","0","거제시 해금강 남동쪽 1마일 해상","34|43|04","128|42|01","어선","0.99",,,,
"2011-09-30 07:40","통영","영해","기타","운항부주의","양호","4","6","0","0","0","고현항 한내앞 해상","34|35|39","128|35|88","예부선","94","예부선","817","예부선","128"
"2011-09-30 04:43","인천","영해","표류","정비불량","양호","1","4","0","0","0","자월도 서방 약 1.5마일","37|16|00","126|15|00","기타","23",,,,
"2011-09-29 19:20","여수","영해","기관고장","정비불량","양호","1","4","0","0","0","여수시 남면 금오도 동방 5망리 해상","34|30|00","127|53|00","어선","7.93",,,,
"2011-09-29 14:35","태안","영해","침수","정비불량","양호","1","3","0","0","0","보령시 오천면 원산도 남방 0.1마일 해상","36|21|22","126|27|4","어선","7.93",,,,
"2011-09-29 13:50","포항","영해","침수","정비불량","양호","1","2","0","0","0","감포읍 감포항 북동방 약 1.2마일 해상","35|49|00","129|31|25","어선","3.56",,,,
"2011-09-29 12:40","서귀포","공해","타기고장","정비불량","황천5급","1","8","0","0","0","서귀포 남서 220마일","29|40|00","125|20|00","어선","29",,,,
"2011-09-29 06:20","통영","영해","기관고장","정비불량","양호","1","10","0","0","0","통영 갈도 남동방 12.5마일","34|21|00","128|15|00","어선","9.77",,,,
"2011-09-29 05:57","통영","항계내","표류","연료고갈","양호","1","1","0","0","0","통영시 문어포 앞 해상","34|50|52","128|25|91","낚시어선","5.89",,,,
"2011-09-29 01:20","통영","항계내","좌초","운항부주의","양호","1","1","0","0","0","사천시 소재 코섬 죽방렴","34|55|40","128|03|40","기타","19",,,,
"2011-09-28 23:43","통영","항계내","좌초","운항부주의","양호","2","5","0","0","0","사천시 삼천포 대교 앞 등대","34|55|51","128|03|20","유조선","121","예부선","1901",,
"2011-09-28 13:41","태안","영해","좌초","운항부주의","양호","1","1","0","0","0","태안군 근흥면 소재 화기서 북동방 0.3마일 해상","36|39|55","126|07|20","어선","2.86",,,,
"2011-09-27 23:05","통영","영해","기타","기타","양호","1","3","0","0","0","남해 미조면","34|42|31","128|3|17","어선","4.99",,,,
"2011-09-27 20:00","평택","영해","좌주","운항부주의","양호","1","2","0","0","0","제부도와 송교리 중간 지점","37|10|7","126|38|2","기타","0",,,,
"2011-09-27 18:45","목포","영해","전복","운항부주의","양호","1","3","0","0","0","전남 신안군 흑산도 남동 17마일","34|26|50","125|39|50","어선","7.93",,,,
"2011-09-27 11:47","목포","영해","침수","정비불량","양호","1","0","0","0","0","전남 진도군 조도면 성남도 근해","34|22|52","126|04|28","기타","1.44",,,,
"2011-09-27 10:48","태안","영해","침수","정비불량","양호","1","1","0","0","0","홍성군 서부면 죽도 북동방 0.2마일 해상","36|31|18","126|26|48","어선","1",,,,
"2011-09-27 09:37","목포","영해","좌초","정비불량","양호","1","0","0","0","0","전남 진도군 임회면 백미도 근해 해상","34|21|00","126|07|00","어선","1.47",,,,
"2011-09-27 07:00","여수","영해","충돌","운항부주의","양호","2","2","0","0","0","고흥군 도양읍 소록도 방파제 동방 약 10미터 해상","34|32|00","127|08|00","어선","1.23","어선","0.94",,
"2011-09-27 02:40","여수","영해","침수","운항부주의","양호","1","0","0","0","0","여수시 남면 안도리 대부도 인근 암초","34|28|00","127|49|30","어선","9.77",,,,
"2011-09-26 17:55","목포","항계내","침수","관리소홀","양호","1","0","0","0","0","전남 목포시 동명항 대흥수산 쇄빙탑 부근","34|47|01","126|23|19","어선","35",,,,
"2011-09-26 12:52","목포","항계내","화재","화기취급부주의","양호","1","0","0","0","0","전남 신안군 흑산면 예리항내 수협물량장","34|41|00","125|26|00","어선","4.92",,,,
"2011-09-25 22:40","태안","항계내","침수","관리소홀","양호","1","0","0","0","0","태안군 고남면 영목항 여객선 부두","0|0|0","0|0|0","어선","4.98",,,,
"2011-09-25 21:30","여수","영해","기관고장","정비불량","양호","1","2","0","0","0","고흥군 도양읍 잠두앞 해상","34|32|67","127|06|15","어선","4.97",,,,
"2011-09-25 17:59","제주","영해","추진기장애","운항부주의","양호","1","1","0","0","0","제주 함덕 신흥포구 해녀탈의장 앞 약 100m해상","33|32|00","126|35|00","어선","2.99",,,,
"2011-09-25 15:10","인천","협수로","표류","정비불량","양호","2","11","0","0","0","해리도 21, 18번 브이","37|21|35","126|26|28","낚시어선","2","낚시어선","2",,
"2011-09-25 14:46","동해","영해","침수","기타","양호","1","1","0","0","0","삼척시 임원항 남동방 1.5마일","37|12|24","129|21|06","어선","0.73",,,,
"2011-09-25 08:39","여수","영해","충돌","운항부주의","양호","2","3","0","0","0","광양시 광영동 소재 도촌 선착장 남방 약 50미터 해상","34|58|00","127|44|00","어선","0.93","어선","1.5",,
"2011-09-25 07:34","통영","항계내","침수","관리소홀","양호","1","0","0","0","0","사천 팔포출장소 앞 항포구내","34|55|57","128|04|68","낚시어선","6.56",,,,
"2011-09-25 07:30","여수","영해","기관고장","운항부주의","양호","1","4","0","0","0","고흥군 봉래면 외나로도 예내리 앞 해상","34|29|80","127|31|05","어선","9.77",,,,
"2011-09-25 06:20","통영","영해","기관고장","정비불량","양호","1","10","0","0","0","갈도 남동방 12.5마일","34|21|00","128|13|40","어선","9.77",,,,
"2011-09-25 06:20","통영","영해","기관고장","정비불량","양호","1","4","0","0","0","마산시 구산면 해상","35|03|26","128|36|30","기타","3",,,,
"2011-09-25 06:00","제주","영해-EEZ","기타","운항부주의","양호","2","24","0","0","0","우도 북동 17마일","33|44|1","127|10|00","어선","9.77","낚시어선","9.77",,
"2011-09-25 04:50","여수","영해","기타","운항부주의","양호","2","4","0","0","0","고흥군 도양읍 녹동 신항 남방 0.5마일 해상","34|30|83","127|08|46","어선","4.99","예부선","406",,
"2011-09-25 02:20","인천","영해","좌초","운항부주의","양호","1","11","0","0","0","덕적도 동방0.5마일","37|13|57","126|09|57","예부선","3524",,,,
"2011-09-25 01:20","제주","EEZ 30마일 이내","기타","운항부주의","양호","1","13","0","0","0","차귀도 서방 60마일","33|17|00","124|59|00","어선","89",,,,
"2011-09-24 21:50","제주","영해","좌초","운항부주의","양호","1","9","0","0","0","제주 한림항 북방 0.5마일 해상","33|24|8","126|13|65","어선","98",,,,
"2011-09-24 18:15","목포","항계내","추진기장애","운항부주의","양호","1","13","0","0","0","전남 목포시 삼호중공업 대한조선소 앞 해상","34|44|50","126|19|26","모터보트","2.95",,,,
"2011-09-24 15:16","울산","영해","침수","정비불량","양호","1","1","0","0","0","울산 동구 주전항 동방 1.5마일 해상","35|33|49","129|29|46","어선","1.21",,,,
"2011-09-24 07:50","울산","영해","좌초","운항부주의","양호","1","1","0","0","0","울산 울주군 서생면 신리 해안","35|20|42","129|19|19","어선","0.61",,,,
"2011-09-24 00:57","목포","영해","추진기장애","운항부주의","양호","1","4","0","0","0","전남 신안군 자은도 서방 7마일 해상","34|52|90","125|50|40","어선","31",,,,
"2011-09-23 15:04","인천","영해","표류","연료고갈","양호","1","10","0","0","0","선미도 북동방 약 2.7마일","37|19|35","126|07|26","낚시어선","9.77",,,,
"2011-09-23 06:40","목포","영해","표류","관리소홀","양호","1","2","0","0","0","전남 해남군 화원면 억수리 앞 0.2마일 해상","34|44|45","126|20|27","어선","1.09",,,,
"2011-09-22 17:45","군산","항계내","표류","운항부주의","양호","1","1","0","0","0","군산시 횡경도 북동 2.5마일 해상","35|53|37","126|26|85","어선","6.5",,,,
"2011-09-22 14:50","군산","항계내","침수","정비불량","양호","1","1","0","0","0","군산항 13번 등부표 여객선터미널 앞 해상","35|59|00","126|38|00","기타","10",,,,
"2011-09-22 12:16","태안","영해","충돌","운항부주의","양호","2","11","9","0","0","태안군 고남면 장곡리 장삼포해수욕장 동방 0.5마일","36|25|28","126|20|69","어선","4.99","어선","4.14",,
"2011-09-22 05:00","목포","영해","충돌","운항부주의","양호","2","24","0","0","0","전남 신안군 흑산면 가거도 북서 13마일","34|17|00","125|00|00","화물선","3749","어선","23",,
"2011-09-21 21:35","목포","항계내","기타","운항부주의","양호","1","4","0","0","0","전남 신안군 자은도 신성해수욕장","34|52|74","125|59|45","어선","8.55",,,,
"2011-09-21 17:40","목포","항계내","좌초","기상악화","양호","1","5","0","0","0","전남 신안군 압해면 병풍도 선착장","34|59|00","126|12|00","여객선","88",,,,
"2011-09-21 12:19","여수","영해","기관고장","운항부주의","양호","1","1","0","0","0","여수시 남면 나발도 남방 0.1마일해상","34|33|31","127|45|02","어선","1.59",,,,
"2011-09-21 08:57","통영","영해","기관고장","정비불량","양호","1","1","0","0","0","통영 추도근해","34|46|92","128|17|30","어선","1.5",,,,
"2011-09-21 08:10","서귀포","영해","전복","기상악화","황천5급","1","1","0","0","0","가파도 남방 0.6M'","33|09|10","126|16|50","어선","1.98",,,,
"2011-09-21 03:34","목포","영해","기타","운항부주의","황천5급","2","28","0","0","0","전남 진도군 장죽도 북서 1.7마일 해상","34|22|45","126|05|04","화물선","4647","어선","39",,
"2011-09-20 15:55","목포","영해","기관고장","관리소홀","황천5급","1","15","0","0","0","전남 신안군 비금도 서방 약 2.6마일 해상","34|45|56","125|50|53","어선","29",,,,
"2011-09-20 08:50","목포","영해","기관고장","관리소홀","양호","1","3","0","0","0","전남 신안군 증도면 병풍도 서방 0.2마일","34|58|24","126|11|60","기타","1.14",,,,
"2011-09-19 18:57","여수","영해","침수","기타","양호","1","0","0","0","0","고흥군 두원면 풍류리 선착장","34|39|50","127|15|00","모터보트","1.03",,,,
"2011-09-19 17:25","인천","항계내","표류","연료고갈","양호","1","2","0","0","0","팔미도 근해상","37|21|42","126|29|36","기타","1",,,,
"2011-09-19 10:20","평택","항계내","타기고장","정비불량","양호","1","3","0","0","0","사승봉도 남동방 0.3마일","37|09|18","126|19|10","낚시어선","9.77",,,,
"2011-09-18 17:30","여수","영해","충돌","관리소홀","양호","1","13","7","0","0","여수시 소라면 섬달천 선착장","34|46|30","127|35|00","유도선","10",,,,
"2011-09-18 09:58","부산","영해","기관고장","정비불량","황천5급","1","2","0","0","0","낙동강 하구언 해상","35|04|10","129|55|35","기타","0.65",,,,
"2011-09-18 09:00","평택","영해","기관고장","정비불량","양호","1","7","0","0","0","당진항 서부두 부근 해상","36|56|45","126|49|9","낚시어선","20",,,,
"2011-09-18 07:33","태안","영해","침수","관리소홀","황천4급","1","0","0","0","0","대천 어항조선소 인근 선외기 부두","0|0|0","0|0|0","어선","2.72",,,,
"2011-09-17 06:20","인천","영해","침수","운항부주의","양호","1","3","0","0","0","인천시 주문도 동방 0.5마일","37|37|00","126|15|00","어선","9.77",,,,
"2011-09-16 17:16","군산","항계내","침수","정비불량","양호","1","5","0","0","0","군산시 왕등도 북방 3마일해상","35|42|00","126|06|00","어선","19",,,,
"2011-09-16 17:00","군산","항계내","표류","운항부주의","양호","1","0","0","0","0","전북 부안군 격포 채석강 다리 항포구","35|35|00","126|29|00","어선","1.92",,,,
"2011-09-16 13:15","태안","영해","기관고장","정비불량","양호","1","2","0","0","0","호도 남서방 1마일","36|16|70","126|14|49","어선","3.62",,,,
"2011-09-16 12:35","태안","영해","기관고장","정비불량","저시정","1","7","0","0","0","격비도 서방 10마일","36|39|0","125|22|0","어선","22",,,,
"2011-09-15 09:37","울산","항계내","화재","기타","양호","1","17","0","0","0","울산 남구 방어진 남방 1마일 해상","35|28|00","129|26|15","화물선","4960",,,,
"2011-09-15 07:47","목포","항계내","화재","관리소홀","양호","1","0","0","0","0","목포시 북항 항내","34|48|00","126|21|00","어선","29",,,,
"2011-09-15 04:20","인천","항계내","기타","운항부주의","양호",,,,,,"팔미도 남동방 약 1마일","37|19|77","126|31|30",,,,,,
"2011-09-15 02:40","서귀포","항계내","화재","화기취급부주의","양호","1","0","0","0","0","성산포항","33|26|00","126|56|00","어선","2.71",,,,
"2011-09-14 21:00","서귀포","항계내","침수","정비불량","양호","1","0","0","0","0","모슬포항(33-13N126-15E)","33|13|00","126|15|00","어선","1.57",,,,
"2011-09-14 16:00","태안","영해","침수","정비불량","양호","1","1","0","0","0","보령시 천북면 학성리 포구 북서방 0.3마일 해상","36|28|05","126|28|25","기타","0.5",,,,
"2011-09-14 12:44","속초","영해","기관고장","정비불량","양호","1","1","0","0","0","후진항 동방 1M해상","38|09|42","128|36|48","어선","1.27",,,,
"2011-09-14 08:10","태안","영해","좌초","운항부주의","양호","1","9","0","0","0","태안군 소원면 모항리 모항항 앞 0.3마일","36|46|29","126|07|33","어선","35",,,,
"2011-09-14 05:48","부산","영해","추진기장애","운항부주의","양호","1","1","0","0","0","34-51.02N, 128-47.03E 해점","34|51|02","128|47|03","어선","2.99",,,,
"2011-09-13 18:17","통영","항계내","좌초","정비불량","양호","1","2","0","0","0","사천시 신수도 소재 양두여","34|53|80","128|04|96","어선","1.96",,,,
"2011-09-13 16:30","완도","영해","침수","기타","양호","1","0","0","0","0","전남 완도군 금당면 금당도 남서방 1.5마일 해상","34|23|30","127|00|45","어선","4.97",,,,
"2011-09-13 16:20","통영","항계내","기관고장","정비불량","양호","1","2","0","0","0","구산면 심리원전 인근 광산 갯바위 근처","35|03|62","128|36|75","어선","0.98",,,,
"2011-09-13 15:30","통영","영해","기관고장","정비불량","양호","1","1","0","0","0","사량도 인근","34|51|12","128|15|18","모터보트","0.3",,,,
"2011-09-13 09:46","부산","영해","기타","운항부주의","양호","1","1","0","0","0","이기대 인근 해상","35|7|43","129|8|6","기타","0",,,,
"2011-09-13 04:05","목포","영해","추진기장애","운항부주의","양호","1","7","0","0","0","전남 신안군 칠발도 북방 10마일","34|57|00","125|47|00","어선","24",,,,
"2011-09-13 00:18","부산","영해","좌주","운항부주의","양호","1","3","0","0","0","광안리 해수욕장 ""WHO"" 커피숍 앞 해상","35|08|72","129|07|60","요트","9",,,,
"2011-09-12 09:45","군산","영해-EEZ","표류","운항부주의","양호","1","14","0","0","0","군산시 옥도면 어청도 북서방 57마일 해상","36|13|00","124|48|00","어선","139",,,,
"2011-09-12 07:03","서귀포","항계내","화재","화기취급부주의","양호","1","0","0","0","0","서귀포항","33|14|00","126|34|00","어선","50",,,,
"2011-09-11 12:11","평택","영해","타기고장","정비불량","양호","1","4","0","0","0","제부도 앞바다 약 2km 부근 해상","000|00|00","000|00|00","어선","3.97",,,,
"2011-09-11 09:10","인천","영해","표류","연료고갈","양호","1","3","0","0","0","옹진군 자월도 선착장 앞 해상","37|17|00","126|20|00","낚시어선","1",,,,
"2011-09-11 05:25","인천","항계내","좌초","운항부주의","양호","1","2","0","0","0","송도 LNG 기지","37|20|48","126|39|45","어선","2.1",,,,
"2011-09-10 07:05","속초","영해","충돌","운항부주의","양호","2","4","0","0","0","수산항 북방파제 약 500m 해상","38|04|70","128|41|50","어선","1.74","어선","13",,
"2011-09-10 00:30","부산","영해","좌초","운항부주의","양호","1","10","0","0","0","감천항 삼안안벽 앞 해상","35 |04|0","129|00|00","유도선","499",,,,
"2011-09-09 21:38","울산","영해","기관고장","정비불량","양호","1","1","0","0","0","부산 기장군 대변항 동방 1.5마일","35|12|00","129|13|00","어선","2.99",,,,
"2011-09-09 12:30","인천","영해","기타","운항부주의","양호","2","5","0","0","0","황산도 근해","37|36|00","126|33|00","어선","7.93","어선","4.99",,
"2011-09-09 12:20","인천","영해","표류","정비불량","양호","1","4","0","0","0","..","37|34|00","126|03|00","어선","9.77",,,,
"2011-09-09 11:20","인천","협수로","충돌","운항부주의","양호","2","1","0","0","0","상공경도 남방 0.5마일","37|07|00","126|18|00","어선","75","어선","1",,
"2011-09-09 07:00","태안","영해","추진기장애","운항부주의","양호","1","22","0","0","0","외연도 서방 20마일 해상","36|17|0","125|35|0","낚시어선","9.77",,,,
"2011-09-09 05:57","태안","영해","충돌","운항부주의","양호","2","12","0","0","0","보령시 오천항","0|0|0","0|0|0","어선","7.93","어선","4.99",,
"2011-09-09 05:35","태안","영해","추진기장애","운항부주의","양호","1","14","0","0","0","격비도 남서방 15마일 해상","36|32|0","125|16|0","어선","139",,,,
"2011-09-09 04:44","포항","영해","충돌","운항부주의","양호","2","22","0","0","0","감포 동방 9마일","36|46|00","129|42|00","어선","29","화물선","1160",,
"2011-09-08 19:37","통영","영해","기관고장","운항부주의","양호","1","2","0","0","0","진해 연도등대앞","35|03|93","128|45|63","모터보트","1.3",,,,
"2011-09-08 11:32","목포","영해","기관고장","관리소홀","양호","1","1","0","0","0","전남 신안군 압해면 송공리 북방 2마일 해상","34|53|05","126|13|45","기타","0.9",,,,
"2011-09-08 09:58","목포","영해","침수","관리소홀","양호","2","0","0","0","0","목포시 북항 소형선박물양장 인근 해상","34|48|00","126|21|00","기타","0.5","기타","0.5",,
"2011-09-08 09:30","목포","영해","기관고장","관리소홀","양호","1","4","0","0","0","전남 진도군 외병도 서방 0.8마일 해상","34|22|32","125|56|02","어선","6.67",,,,
"2011-09-07 22:38","포항","영해","침수","기타","양호","1","10","0","0","0","영일만 9번 묘박지","36|02|60","129|26|50","화물선","985",,,,
"2011-09-07 18:48","인천","영해","표류","연료고갈","양호","1","2","0","0","0","무의도 근해","37|24|00","126|27|00","기타","0.6",,,,
"2011-09-07 09:27","통영","항계내","좌초","운항부주의","양호","1","1","0","0","0","통영 방화도 인근","34|50|13","128|27|18","어선","0.98",,,,
"2011-09-07 04:35","서귀포","영해","좌초","운항부주의","양호","1","11","0","0","0","서귀포시 대정읍 모슬포항 동방파제 앞 해상","33|12|40","126|15|15","어선","29",,,,
"2011-09-07 04:00","통영","영해","좌초","운항부주의","양호","1","1","0","0","0","수우도~사량도 사이 농개도","34|50|22","128|09|42","어선","4.99",,,,
"2011-09-07 01:30","부산","영해","기관고장","정비불량","양호","1","13","0","0","0","남형제도 남동방 7마일","34|47|51","129|02|17","어선","32",,,,
"2011-09-06 18:25","목포","항계내","기타","운항부주의","양호","2","6","0","0","0","목포시 북항 소형선박물양장 입구측 앞 25m 해상","34|48|00","126|21|00","어선","1.88","어선","2.11",,
"2011-09-06 13:50","동해","영해","침수","기타","양호","1","1","0","0","0","묵호항 동방 1.5 마일 해상","37|32|21","129|09|06","어선","9.77",,,,
"2011-09-06 11:11","군산","항계내","표류","기타","양호","1","3","0","0","0","전북 군산시 옥도면 연도-십이동파도10-20km해상","36|03|00","126|20|00","어선","2.3",,,,
"2011-09-06 10:18","서귀포","영해","좌초","운항부주의","양호","1","1","0","0","0","서귀포 보목항 동방 0.2M'","33|14|13","126|36|08","어선","2.99",,,,
"2011-09-06 09:40","인천","영해","표류","정비불량","양호","1","8","0","0","0","대청도 남서방 6마일","37|45|30","124|34|85","낚시어선","4.98",,,,
"2011-09-06 05:15","울산","항계내","기타","기타","양호","1","10","0","0","0","울산시 온산항 대한유화부두","35|27|30","129|21|30","화물선","884",,,,
"2011-09-06 01:00","여수","영해","화재","적재불량","양호","1","130","22","0","0","여수시 삼산면 백도 북동방 7마일 해상","34|09|00","127|41|19","여객선","4166",,,,
"2011-09-05 14:58","인천","항계내","기타","운항부주의","양호","1","3","0","0","0","인천대교 E-2교각 충돌방지공","37|24|43","126|34|19","예부선","32",,,,
