"발생일시","관할해경서","발생해역","발생유형","발생원인","기상특보","사고선박수","구조인원","부상인원","사망인원","실종인원","사고위치","위도","경도","선종1","톤수1","선종2","톤수2","선종3","톤수3"
"2011-08-04 03:00","여수","영해","충돌","운항부주의","황천5급","2","4","0","0","0","고흥군 도양읍 소록도교~소록도해상","34|31|44","127|07|00","어선","3.28","예부선","250",,
"2011-08-03 21:25","서귀포","항계내","침수","정비불량","황천4급","1","0","0","0","0","모슬포항","33|13|00","126|15|00","어선","29",,,,
"2011-08-03 19:07","부산","영해","추진기장애","기타","양호","1","2","0","0","0","가덕도 동방 4.3마일 해상","35|0|44","128|53|51","기타","0",,,,
"2011-08-03 18:30","태안","영해","추진기장애","운항부주의","양호","1","21","0","0","0","태안군 궁시도 북서방 3.5마일 해상","36|42|00","125|48|00","어선","9.77",,,,
"2011-08-03 09:53","여수","항계내","침수","관리소홀","양호","1","0","0","0","0","여수시 국동 방파제(파제제)","34|44|00","127|43|00","어선","2",,,,
"2011-08-03 08:15","부산","항계내","침수","관리소홀","양호","1","0","0","0","0","부산 강서구 동리항 내","35|6|21","128|55|54","기타","4",,,,
"2011-08-03 07:30","부산","영해","기관고장","정비불량","양호","1","5","0","0","0","대변 남동방 12.5마일","35|06|70","129|27|80","어선","29",,,,
"2011-08-03 06:00","부산","영해","전복","운항부주의","양호","1","1","0","0","0","해운대해수욕장 앞 연꽃등대","35|09|00","129|10|85","어선","0.95",,,,
"2011-08-03 04:00","군산","항계내","침수","기타","양호","1","0","0","0","0","충남 서천군 장항읍 창선리 물량장","36|20|00","126|40|00","어선","19",,,,
"2011-08-03 03:45","군산","영해-EEZ","타기고장","운항부주의","저시정","1","14","0","0","0","충남 태안군 격렬비열도 남서방 약 18마일 해상","36|26|00","125|14|00","어선","138",,,,
"2011-08-02 23:10","인천","협수로","표류","정비불량","양호","1","3","0","0","0","팔미도 남서방5마일 해상","37|20|12","126|29|32","어선","7.93",,,,
"2011-08-02 19:07","군산","항계내","침수","정비불량","양호","1","5","0","0","0","전북 부안군 위도면 파장금항 북동방 1.5마일 해상","35|38|00","126|18|85","어선","7.93",,,,
"2011-08-02 15:52","평택","항계내","기관고장","정비불량","양호","1","0","0","0","0","화성시 전곡항 방파제 앞 200m앞 해상","000|00|00","000|00|00","모터보트","15",,,,
"2011-08-02 10:27","통영","항계내","기관고장","정비불량","양호","1","1","0","0","0","삼천포 대교 옆 저도 인근해상","34|56|42","128|01|22","어선","3.2",,,,
"2011-08-02 08:18","통영","항계내","침수","운항부주의","양호","1","1","0","0","0","한산면 동좌리 마을 어장앞 해상","34|48|10","128|30|22","어선","1.98",,,,
"2011-08-02 07:20","통영","항계내","침수","관리소홀","양호","3","0","0","0","0","남해군 상주면 상주리 금전선착장","34|42|55","127|59|07","낚시어선","4.98","어선","1.59","어선","1.58"
"2011-08-02 05:35","통영","항계내","침수","관리소홀","양호","1","0","0","0","0","거제시 장승포 5구 낚시어선 계류장","34|51|46","128|43|30","낚시어선","4.98",,,,
"2011-08-01 22:27","통영","항계내","기관고장","운항부주의","양호","1","4","0","0","0","통영시 욕지면 초도 북쪽 해안가","34|37|29","128|18|00","어선","1.04",,,,
"2011-08-01 19:40","인천","영해","표류","기타","양호","1","3","0","0","0","대청도 지두리 해안","37|51|30","124|40|00","어선","7.93",,,,
"2011-08-01 17:57","인천","영해","기타","관리소홀","양호","1","0","0","0","0","영흥 진두선착장","00|00|00","00|00|00","기타","1",,,,
"2011-08-01 15:34","목포","영해","기관고장","관리소홀","양호","1","14","0","0","0","전남 진도군 조도면 독거도 남동 3.5마일","34|10|00","126|11|00","어선","29",,,,
"2011-08-01 14:45","군산","항계내","표류","기타","양호","1","1","0","0","0","충남 서천군 장항읍 송림포구 앞 50m앞 해상","36|02|00","126|40|00","어선","0.85",,,,
"2011-08-01 14:30","태안","영해","침수","정비불량","양호","1","1","0","0","0","태안군 안면읍 백사장 앞 각시녀 주변 해상","36|33|00","126|17|00","어선","2.86",,,,
"2011-08-01 14:20","통영","항계내","기관고장","정비불량","양호","1","12","0","0","0","거제시 내도~서이말 사이","34|46|36","128|44|03","기타","7",,,,
"2011-08-01 07:00","여수","항계내","전복","기상악화","양호","2","3","0","0","1","고흥군 도화면 형제도 인근해상","34|27|58","127|16|86","어선","1.44","어선","1.04",,
"2011-08-01 05:30","서귀포","영해-EEZ","기관고장","정비불량","양호","1","5","0","0","0","서귀포 남동 62마일","32|18|00","127|02|00","어선","9.77",,,,
"2011-07-31 19:47","인천","협수로","표류","관리소홀","양호","1","0","0","0","0","인천 남동구 월곶 포구","37|28|00","126|34|00","어선","1.71",,,,
"2011-07-31 18:00","목포","영해","추진기장애","운항부주의","양호","1","6","0","0","0","제주 추자도 서방 23마일","33|55|00","125|48|00","어선","19",,,,
"2011-07-31 17:00","인천","영해","기관고장","정비불량","양호","1","3","0","0","0","옹진군 자월면 자월도 남방2.5마일 해상","37|12|00","126|21|00","어선","4.99",,,,
"2011-07-31 13:00","태안","영해","충돌","운항부주의","양호","1","1","0","0","0","태안군 신진도 서방 60마일 해상","36|43|0","124|54|0","어선","42",,,,
"2011-07-31 11:35","인천","항계내","기타","기상악화","저시정","1","3","0","0","0","남장자서 인근해상","37|18|50","126|27|40","기타","0.5",,,,
"2011-07-31 10:25","통영","영해","기관고장","정비불량","양호","1","1","0","0","0","갈도 동방1마일","34|33|48","128|11|30","낚시어선","9.77",,,,
"2011-07-31 00:00","여수","항계내","좌초","운항부주의","양호","1","0","0","0","0","여수시 대경도 야도등대 동방 50미터 해상","34|43|08","127|42|93","어선","5.19",,,,
"2011-07-30 19:57","통영","영해","추진기장애","운항부주의","양호","1","2","0","0","0","통영시 도산면 원산리 연도 앞 해상","34|55|31","128|19|58","기타","1",,,,
"2011-07-30 19:10","목포","영해","좌주","운항부주의","양호","1","1","0","0","0","전남 신안군 압해면 효지도 서방 0.3마일","34|54|34","126|20|19","요트","3",,,,
"2011-07-30 18:20","태안","영해","화재","기타","양호","1","8","2","0","0","보령시 보령화력발전소 앞 화목도 동방 0.1마일 해상","36|25|18","126|27|82","모터보트","2",,,,
"2011-07-30 16:04","여수","영해","기관고장","정비불량","양호","1","4","0","0","0","여수시 화양면 마물도 인근해상","34|42|38","127|39|27","요트","2",,,,
"2011-07-30 15:30","평택","영해","기관고장","정비불량","저시정","1","4","0","0","0","입파도 동항 1.3마일","37|05|6","126|33|96","모터보트","3.5",,,,
"2011-07-30 15:03","태안","영해","침수","정비불량","양호","1","1","0","0","0","만리포 북서방 1.5마일","36|48|16","126|07|70","어선","2",,,,
"2011-07-30 12:07","평택","영해","기관고장","정비불량","저시정","1","8","0","0","0","풍도동 등대","37|07|14","126|23|02","낚시어선","4.98",,,,
"2011-07-30 12:00","목포","영해","추진기장애","운항부주의","양호","1","1","0","0","0","전남 해남군 화원면 시하도 남방 1.5마일 해상","34|42|06","126|14|06","어선","5.53",,,,
"2011-07-30 10:25","속초","영해","기관고장","정비불량","양호","1","1","0","0","0","속초 조도동방 4M","38|12|27","128|42|1","어선","2.99",,,,
"2011-07-30 06:55","태안","영해","충돌","운항부주의","양호","2","4","0","0","0","태안군 가의도 북방 1마일","36|41|47","126|02|86","어선","7.31","어선","7.31",,
"2011-07-30 04:30","통영","항계내","기타","운항부주의","양호","1","3","0","0","0","거가대교 3개 주탑(거제도~저도) 중 2번째 주탑","35|01|01","128|43|42","예부선","53",,,,
"2011-07-29 17:13","통영","영해","표류","기타","양호","1","1","0","0","0","고성군 당항포 동진교","34|04|30","128|28|24","요트","2.55",,,,
"2011-07-29 17:00","서귀포","영해-EEZ","기관고장","정비불량","양호","1","5","0","0","0","서귀포 남동 54M'","32|21|00","126|53|00","어선","9.77",,,,
"2011-07-29 16:30","통영","영해","기관고장","운항부주의","양호","2","7","0","0","0","가왕도 남쪽해안","34|40|48","128|34|28","예부선","138","예부선","2850",,
"2011-07-29 06:24","포항","영해","기관고장","운항부주의","양호","1","1","0","0","0","대본 동방 3마일","36|40|60","129|33|14","어선","4.86",,,,
"2011-07-28 13:45","목포","영해","표류","관리소홀","양호","1","3","0","0","0","전남 신안군 임자도 대광해수욕장 앞 200m 해상","35|06|00","126|04|00","어선","0.5",,,,
"2011-07-28 12:50","군산","항계내","침수","정비불량","양호","1","3","0","0","0","군산시 부안군 변산면 격포항 남방파제 0.5마일해상","35|37|00","126|27|30","모터보트","0.8",,,,
"2011-07-28 10:45","동해","영해","기관고장","정비불량","양호","1","1","0","0","0","강원 삼척시 임원항 동방 2.5마일 해상","37|13|95","129|22|65","어선","2.41",,,,
"2011-07-28 09:47","포항","항계내","침수","운항부주의","양호","1","3","0","0","0","경주시 양남면 진리항 동방 1마일 해상","36|02|41","129|22|23","어선","0.95",,,,
"2011-07-28 07:05","속초","영해-EEZ","기관고장","정비불량","양호","1","7","0","0","0","기사문동방 37마일","38|00|00","129|33|00","어선","29",,,,
"2011-07-28 05:15","군산","영해-EEZ","추진기장애","운항부주의","풍랑주의보","1","15","0","0","0","전북 군산시 옥도면 어청도 서방 32마일 해상","36|00|00","125|19|00","어선","39",,,,
"2011-07-27 05:47","통영","영해","화재","화기취급부주의","양호","1","0","0","0","0","통영시 산양면 연대도 서방 0.06M'해상","34|44|19","128|23|32","기타","0",,,,
"2011-07-26 21:55","서귀포","영해","추진기장애","정비불량","양호","1","1","0","0","0","서귀포 새섬 서쪽 0.5마일","33|14|00","126|33|50","어선","1.4",,,,
"2011-07-26 13:20","동해","영해","기관고장","정비불량","양호","1","2","0","0","0","사천항 북방파제 동방 200미터 앞 해상","37|50|30","128|52|50","어선","2.68",,,,
"2011-07-26 10:25","동해","영해","기관고장","정비불량","양호","1","1","0","0","0","초곡항 동방 3.5마일 해상","37|18|00","129|22|00","어선","0.73",,,,
"2011-07-26 09:38","군산","항계내","타기고장","정비불량","양호","1","24","0","0","0","전북 군산시 옥도면 개야도 남서방 약0.9마일","35|37|00","126|27|30","여객선","104",,,,
"2011-07-26 06:20","태안","영해","추진기장애","운항부주의","양호","1","1","0","0","0","태안군 원북면 방갈리 안도 부근 해상","36|57|0","126|10|0","어선","3.42",,,,
"2011-07-25 17:10","목포","영해","기관고장","관리소홀","양호","1","3","0","0","0","전남 신안군 당사도 인근 해상","34|52|22","126|9|46","어선","7.93",,,,
"2011-07-25 14:30","목포","영해","기관고장","관리소홀","양호","1","7","0","0","0","전남 신안군 압해면 가란리 앞 해상","34|51|21","126|22|32","낚시어선","3.23",,,,
"2011-07-25 13:08","통영","영해","기관고장","정비불량","양호","1","1","0","0","0","통영 오곡도 앞 해상","34|44|04","128|25|48","어선","2.24",,,,
"2011-07-25 06:30","통영","항계내","표류","연료고갈","양호","1","2","0","0","0","통영시 사량면 양지리 인근 해상(화도 동방 0.3마일)","34|51|06","128|18|15","어선","4.99",,,,
"2011-07-25 04:30","울산","영해-EEZ","타기고장","정비불량","양호","1","4","0","0","0","울산 동구 미포 동방 13마일","35|31|00","129|42|00","어선","9.77",,,,
"2011-07-24 21:00","서귀포","영해-EEZ","기관고장","정비불량","양호","1","9","0","0","0","서귀포 마라 남방 84마일","31|42|00","126|14|00","어선","29",,,,
"2011-07-24 17:10","인천","협수로","표류","연료고갈","양호","1","2","0","0","0","영흥대교 북동방 1.7마일 해상","37|16|40","126|32|00","기타","1.02",,,,
"2011-07-24 16:15","평택","영해","기타","연료고갈","저시정","1","3","0","0","0","흑어도 현대석유화학 인근 해상","37|00|75","126|22|19","모터보트","0",,,,
"2011-07-24 15:50","동해","영해","기관고장","정비불량","양호","1","2","0","0","0","임원항 동방 4.5","37|14|14","129|25|24","어선","5.94",,,,
"2011-07-24 14:10","포항","영해","침수","운항부주의","양호","1","2","0","0","0","고래불해수욕장(영리해수욕장) 남동방 100m해상(수산자원개발원 앞)","36|34|31","129|25|90","어선","1.26",,,,
"2011-07-24 08:29","통영","영해","기관고장","정비불량","양호","1","3","0","0","0","통영시 연화도 남방 0.5마일 해상","34|38|34","128|23|00","낚시어선","5.69",,,,
"2011-07-24 07:01","평택","영해","기타","운항부주의","저시정","1","4","0","0","0","국화도","000|00|00","000|00|00","모터보트","0",,,,
"2011-07-24 02:21","통영","영해","충돌","운항부주의","양호","2","4","0","0","0","통영시 연대도 동방 0.5마일 해상","34|44|00","128|24|00","어선","2.96","어선","3.27",,
"2011-07-23 20:58","통영","항계내","표류","연료고갈","양호","1","5","0","0","0","경상남도 통영시 한산면","34|45|24","128|26|59","어선","14",,,,
"2011-07-23 20:00","목포","영해","기관고장","관리소홀","양호","1","7","0","0","0","전남 신안군 가거도 북방 5마일","34|12|00","125|03|00","어선","20",,,,
"2011-07-23 17:33","인천","항계내","표류","정비불량","양호","1","1","0","0","0","덕교선착장","37|27|40","126|09|53","기타","2",,,,
"2011-07-23 15:40","태안","영해","충돌","기타","양호",,,,,,"태안군 근흥면 가대암 북방 1.5마일","36|48|00","125|58|00",,,,,,
"2011-07-23 15:05","동해","영해","침수","기타","저시정","1","1","0","0","0","옥계 동방 2마일 해상","37|36|93","129|07|97","어선","9.77",,,,
"2011-07-23 14:50","목포","항계내","침수","기타","양호","1","0","0","0","0","전남 진도군 임회면 굴포항 내","34|22|00","126|12|00","어선","1.77",,,,
"2011-07-23 05:50","태안","영해","추진기장애","운항부주의","양호","1","1","0","0","0","36-57N 126-08E","36|57|19","126|08|77","어선","6.15",,,,
"2011-07-23 05:40","동해","영해","기관고장","정비불량","양호","1","2","0","0","0","임원항 동방 4마일 해상","37|14|36","129|25|70","어선","5.03",,,,
"2011-07-23 04:30","여수","영해","기관고장","운항부주의","양호","1","3","0","0","0","여수시 소리도 남동방 근해상","34|22|75","127|49|83","어선","4.98",,,,
"2011-07-22 21:10","서귀포","영해-EEZ","기관고장","정비불량","양호","1","9","0","0","0","서귀포 표선 남방 13마일","33|05|50","126|51|80","어선","29",,,,
"2011-07-22 21:00","여수","항계내","기관고장","운항부주의","양호","1","1","0","0","0","하동군 금성면 연막항 남방 2마일 해상","34|55|16","127|47|33","어선","4.5",,,,
"2011-07-22 17:30","울산","영해","전복","운항부주의","양호","1","1","0","0","0","울산시 북구 주전항 방파제 앞 해상","35|33|39","129|27|30","어선","2.95",,,,
"2011-07-22 16:20","여수","영해","침수","관리소홀","양호","1","3","0","0","0","여수시 낙포부두 1번선석","34|51|53","127|45|56","기타","270",,,,
"2011-07-22 14:30","동해","영해","기관고장","정비불량","양호","1","13","0","0","0","삼척항 동방 2.5마일","37|26|01","129|14|08","화물선","1997",,,,
"2011-07-22 12:20","인천","항계내","기관고장","정비불량","양호","1","2","0","0","0","인천대교 인근해상","37|24|52","126|31|48","어선","8.55",,,,
"2011-07-22 09:38","군산","EEZ 30마일 이내","화재","기타","양호","1","12","0","0","0","군산시 옥도면 어청도 서방 28마일","36|00|00","125|24|00","어선","51",,,,
"2011-07-22 07:00","목포","영해","기타","운항부주의","양호","1","1","0","0","0","전남 진도군 임회면 서망항 동방 3.5마일","34|20|00","126|10|00","어선","4.33",,,,
"2011-07-22 06:30","목포","영해","기관고장","관리소홀","양호","1","4","0","0","0","전남 신안군 흑산도 남방 6.5마일","34|30|00","125|25|00","어선","7.31",,,,
"2011-07-22 04:45","군산","항계내","전복","운항부주의","양호","1","4","0","1","0","전북 부안군 위도면 왕등도 서방 약 2.5마일 해상","35|38|00","126|03|00","어선","7.93",,,,
"2011-07-22 01:30","태안","영해-EEZ","추진기장애","운항부주의","양호","1","6","0","0","0","35-58N 124-23E","35|58|0","124|23|0","어선","29",,,,
"2011-07-21 18:30","목포","영해","기관고장","정비불량","양호","1","7","0","0","0","전남 진도군 조도면 병풍도 남서 11마일","34|01|00","125|46|00","어선","24",,,,
"2011-07-21 16:40","부산","영해","좌주","기상악화","황천5급","1","2","0","0","0","홍치항포구 앞 300m 해상","35|2|60","128|55|60","기타","0",,,,
"2011-07-21 16:10","목포","영해","기관고장","관리소홀","양호","1","6","0","0","0","전남 영광군 송이도 북서 11.5마일","35|23|00","126|21|00","낚시어선","2.51",,,,
"2011-07-21 16:10","목포","영해","기관고장","관리소홀","양호","1","3","0","0","0","전남 신안군 임자면 대허사도 남동1마일","35|06|00","125|55|00","어선","4.92",,,,
"2011-07-21 12:50","인천","협수로","기관고장","재질불량","양호","1","6","0","0","0","자월도 북방 500M 해상","37|12|00","126|28|00","기타","1.5",,,,
"2011-07-21 12:10","부산","영해","기관고장","정비불량","황천5급","1","1","0","0","0","가덕도 동두말 남동 0.3마일","34|59|17","129|50|01","어선","1.98",,,,
"2011-07-21 10:15","포항","협수로","표류","기타","풍랑주의보","2","0","0","0","0","전촌해수욕장 100미터 해상","35|47|25","129|29|42","어선","4.28","어선","4.08",,
"2011-07-21 10:05","목포","영해","추진기장애","재질불량","양호","1","5","0","0","0","전남 진도군 조도면 관매도 남방 4마일","34|09|00","126|01|00","어선","9.77",,,,
"2011-07-21 07:40","부산","영해","표류","기타","황천5급","1","1","0","0","0","이기대 부근 해상","35|07|00","129|08|00","어선","2.94",,,,
"2011-07-21 05:13","속초","영해","침수","관리소홀","풍랑주의보","1","0","0","0","0","물치리 소재 정암해변 앞 해상","38|08|30","128|36|50","모터보트","0.6",,,,
"2011-07-20 15:30","인천","항계내","기관고장","정비불량","양호","1","2","0","0","0","영흥대교 십리포 해수욕장 주항로 약 1마일","37|32|00","126|35|00","어선","4.98",,,,
"2011-07-20 13:48","평택","영해","기관고장","정비불량","양호","1","4","0","0","0","인천 옹진군 영흥면 0","37|09|03","126|22|59","모터보트","0.96",,,,
"2011-07-20 04:50","서귀포","공해","기관고장","정비불량","양호","1","10","0","0","0","서귀포 남서 225마일","29|47|00","124|51|00","어선","29",,,,
"2011-07-20 02:00","동해","항계내","침수","관리소홀","양호","1","0","0","0","0","강릉시 사천진항 남방파제","37|50|02","128|52|20","어선","4.98",,,,
"2011-07-19 16:30","인천","항계내","침수","정비불량","양호","1","2","0","0","0","인천 연안부두 관공선 부두","37|28|00","126|36|00","기타","64",,,,
"2011-07-18 20:45","부산","영해-EEZ","기타","운항부주의","양호","2","16","2","0","0","34-29-49/128-46-20 (도주선박 검거)","34|29|49","128|46|20","어선","7.93","화물선","1206",,
"2011-07-18 16:27","태안","영해","기관고장","정비불량","양호","1","2","0","0","0","보령시 신흑동 소재 대천콘도 뒤쪽 갓배 ~ 죽도 사이 해상","36|17|44","126|30|60","모터보트","0",,,,
"2011-07-18 14:58","부산","항계내","좌초","기타","황천5급","1","1","0","0","0","부산 해운대구 구덕포 앞 해상","35|10|30","129|12|00","기타","0",,,,
"2011-07-18 11:52","태안","영해","좌초","기상악화","양호","1","3","0","0","0","태안군 소원면 천리포 북서방 0.8마일 해상","36|48|45","126|08|30","어선","7.93",,,,
"2011-07-18 09:45","인천","항계내","기관고장","운항부주의","양호","1","15","1","0","0","인천 갑문(A게이트 1만톤 급)","37|27|00","126|36|00","화물선","2995",,,,
"2011-07-18 01:30","목포","영해","기타","운항부주의","양호","1","1","0","0","0","전남 신안군 재원도 북서 1.4마일","35|07|33","126|00|83","어선","7.93",,,,
"2011-07-17 21:00","서귀포","공해","기관고장","정비불량","양호","1","10","0","0","0","서귀포 남서 230마일","29|50|00","124|40|00","어선","29",,,,
"2011-07-17 16:30","군산","항계내","표류","관리소홀","양호","1","2","0","0","0","군산시 선유도-방축도 중간해상","35|50|00","126|26|00","모터보트","0.5",,,,
"2011-07-17 09:10","통영","항계내","기관고장","정비불량","양호","1","7","0","0","0","통영시 욕지면 외장덕암~내장덕암 사이","34|36|00","128|19|00","낚시어선","4.96",,,,
"2011-07-17 08:20","동해","영해","기관고장","기타","양호","1","3","0","0","0","장호항 남동방 약 3마일 해상","37|18|25","129|18|50","어선","7.93",,,,
"2011-07-17 07:50","인천","협수로","기관고장","정비불량","양호","1","4","0","0","0","장경리 해수욕장 북서방 1.2마일","37|17|18","126|25|00","모터보트","2",,,,
"2011-07-17 06:10","서귀포","영해","침수","정비불량","양호","1","0","0","0","0","서귀포 위미항 남방 1마일","33|14|45","126|40|45","기타","0.5",,,,
"2011-07-16 14:55","목포","영해","기관고장","기상악화","양호","1","3","0","0","0","전남 신안군 자은면 오도 북방 0.5마일","34|52|00","126|9|00","어선","4.05",,,,
"2011-07-16 14:08","포항","영해","기관고장","기타","양호","1","8","0","0","0","이가리 북동방 1.4마일 해상","36|11|00","129|24|00","낚시어선","4.39",,,,
"2011-07-16 12:15","동해","영해","기관고장","정비불량","양호","1","2","0","0","0","임원항 동방 7.5마일","37|15|00","129|30|00","어선","6.67",,,,
"2011-07-15 02:00","태안","영해","추진기장애","운항부주의","양호","1","14","0","0","0","격비도 남서방 12마일 해상","36|25|95","125|24|78","어선","29",,,,
"2011-07-14 13:50","목포","영해","좌초","운항부주의","양호","1","2","0","0","0","신안군 흑산면 예리 남동 0.3마일","34|40|80","125|27|20","기타","4.34",,,,
"2011-07-14 05:50","속초","항계내","침수","관리소홀","양호","1","0","0","0","0","대포항 남쪽 계류장","38|10|26","128|36|22","어선","1.56",,,,
"2011-07-14 05:24","통영","영해","침수","운항부주의","양호","1","1","0","1","0","사천시 소재 시야도 인근 해상","34|53|29","128|06|48","어선","1.26",,,,
"2011-07-14 04:40","서귀포","영해-EEZ","기관고장","정비불량","양호","1","4","0","0","0","성산포 남방 18마일","33|11|00","127|06|00","어선","5.69",,,,
"2011-07-13 18:05","태안","영해","전복","운항부주의","양호","1","1","0","0","0","태안군 소원면 만리포해수욕장 홍익대 연수원 앞 해상","00|00|0","00|00|0","요트","0.3",,,,
"2011-07-13 18:02","포항","영해","좌초","운항부주의","저시정","1","4","0","0","0","구룡포 6리 용주리 등대 앞 0.25M' 해상","35|59|32","129|34|38","어선","7.93",,,,
"2011-07-13 14:20","제주","영해","좌초","운항부주의","양호","1","1","0","0","0","조천 등대 앞 해상","33|33|30","126|38|00","어선","5.85",,,,
"2011-07-13 14:00","목포","영해","기관고장","기타","양호","1","3","0","0","0","해남군 시하도 남방 2.6마일","34|39|00","126|14|00","어선","7.93",,,,
"2011-07-13 10:45","태안","영해","충돌","운항부주의","양호","2","14","0","0","0","태안군 근흥면 가의도 남방 0.8마일","36|39|00","126|04|00","어선","39","어선","69",,
"2011-07-13 07:00","목포","영해","좌초","관리소홀","양호","1","0","0","0","0","영광군 홍농읍 계마리 가마미 해수욕장 북서 500미터 해상","34|20|00","126|24|00","어선","1.96",,,,
"2011-07-13 05:00","제주","영해","기관고장","정비불량","양호","1","6","0","0","0","추자서방8마일","33|55|00","126|09|00","어선","39",,,,
"2011-07-13 04:25","속초","영해-EEZ","기관고장","정비불량","양호","1","6","0","0","0","주문진 동방 30M","37|53|00","129|27|00","어선","29",,,,
"2011-07-12 16:55","여수","영해","침수","관리소홀","양호","1","0","0","0","0","여수시 둘산읍 진모 세구지 포구내","34|43|4","127|44|41","어선","1",,,,
"2011-07-12 16:43","통영","항계내","기타","관리소홀","양호","1","1","0","0","0","통영시 인평동 경상대학교 해양과학대앞 해상","34|50|06","128|24|47","모터보트","0.9",,,,
"2011-07-12 16:15","속초","영해-EEZ","추진기장애","기타","양호","1","4","0","0","0","수산동방 24M","38|04|00","129|11|00","어선","9.77",,,,
"2011-07-12 14:50","통영","항계내","기관고장","정비불량","양호","1","2","0","0","0","거제대교 부근 해상","34|50|47","128|28|16","어선","3.95",,,,
"2011-07-12 14:00","포항","영해","좌초","운항부주의","양호","1","5","0","0","0","울진군 죽변면 용추갑 앞 암초","37|03|30","129|25|49","어선","17",,,,
"2011-07-12 12:20","통영","항계내","표류","정비불량","양호","1","1","0","0","0","삼천포 학섬 부근","34|55|35","128|04|19","어선","0.65",,,,
"2011-07-12 11:40","통영","영해","기타","운항부주의","양호","1","6","0","0","0","소매물도 등대섬 남서방 30미터해상(두룽여)","34|37|36","128|32|30","낚시어선","6.67",,,,
"2011-07-12 10:00","서귀포","영해-EEZ","기관고장","정비불량","양호","1","12","0","0","0","우도 남동 44","32|56|33","127|31|81","화물선","1433",,,,
"2011-07-11 21:50","제주","영해","기관고장","정비불량","양호","1","4","0","0","0","제주시 북방 7.4마일","33|37|03","126|27|00","어선","4.19",,,,
"2011-07-11 04:40","제주","영해","기관고장","정비불량","양호","1","3","0","0","0","제주시 화북 포구 북방 0.5마일","33|32|00","126|34|00","어선","9.77",,,,
"2011-07-10 15:35","인천","영해","표류","연료고갈","저시정","1","4","0","0","0","우도 남방 3.5마일 해상","37|32|00","125|59|00","모터보트","1.7",,,,
"2011-07-10 14:53","태안","영해","기관고장","정비불량","저시정","1","9","0","0","0","보령시 신흑동 대천항과 원산도 사이 해상","36|20|54","126|28|44","모터보트","1.48",,,,
"2011-07-10 12:48","인천","영해","표류","정비불량","양호","1","3","0","0","0","인천시 옹진군 승봉도 동방2마일 해상","37|09|00","126|22|00","기타","1",,,,
"2011-07-10 10:00","평택","협수로","좌초","운항부주의","양호","1","1","0","0","0","당진화력 항로","000|00|00","000|00|00","기타","908",,,,
"2011-07-10 06:40","울산","영해-EEZ","기관고장","정비불량","양호","1","5","0","0","0","울주군 간절곶 동방 22마일","35|20|50","129|48|30","어선","13",,,,
"2011-07-10 03:50","동해","항계내","침수","기상악화","양호","1","0","0","0","0","삼척시 장호항","37|17|15","129|18|55","어선","9.16",,,,
"2011-07-09 22:35","서귀포","영해","기관고장","정비불량","양호","1","4","0","0","0","화순 남방 9마일","33|05|10","126|25|17","어선","5.32",,,,
"2011-07-09 17:30","군산","항계내","충돌","운항부주의","저시정",,,,,,"군산시 옥도면 연도 북동방 약2마일 해상","36|06|00","126|28|00",,,,,,
"2011-07-09 16:03","통영","항계내","기관고장","정비불량","양호","1","2","0","0","0","남해 미조 동방 1.5마일","34|33|18","128|01|11","어선","7.93",,,,
"2011-07-09 14:32","통영","항계내","표류","정비불량","양호","1","2","0","0","0","거제시 일운면 지세포리 옥림 해상","34|47|40","128|45|38","기타","0.2",,,,
"2011-07-09 10:50","태안","영해","추진기장애","기타","저시정","1","11","0","0","0","태안군 소원면 가대암 남방 근해상","36|46|12","125|58|30","낚시어선","9.77",,,,
"2011-07-09 09:00","동해","영해","기관고장","정비불량","양호","1","1","0","0","0","삼척시 초곡항 동방 3마일","37|19|05","129|21|20","어선","0.82",,,,
"2011-07-09 03:35","군산","EEZ 30마일 이내","충돌","운항부주의","저시정","2","37","0","0","0","군산시 옥도면 어청도 남서방 38마일","35|54|00","125|12|00","어선","32","화물선","77201",,
"2011-07-08 18:44","인천","협수로","표류","정비불량","양호","1","1","0","0","0","장봉도 우측 선착장 앞 해상","37|31|43","126|22|54","어선","3.37",,,,
"2011-07-08 13:30","통영","항계내","침수","정비불량","양호","1","2","0","0","0","남해군 설천면 노량리 수원늘등대 서방 500m해상","34|56|48","127|53|09","어선","1.3",,,,
"2011-07-08 11:40","서귀포","공해","기관고장","정비불량","황천5급","1","9","0","0","0","마라 남서 210마일","29|50|00","124|50|00","어선","29",,,,
"2011-07-08 10:30","태안","영해","기관고장","기타","저시정","1","3","0","0","0","가대암 북동방 4마일 해상","36|50|0","126|01|0","어선","7.93",,,,
"2011-07-08 06:50","서귀포","영해","기관고장","운항부주의","황천5급","1","7","0","0","0","위미 남동방 9마일","33|08|70","126|45|68","어선","39",,,,
"2011-07-08 00:10","동해","영해","기타","기상악화","황천4급","1","10","0","0","0","독도 동방 8.5마일","37|11|00","131|52|00","어선","55",,,,
"2011-07-07 18:00","포항","영해-EEZ","기관고장","정비불량","양호","1","11","0","0","0","오산 동방 19마일","36|52|00","129|49|00","어선","39",,,,
"2011-07-07 07:25","제주","항계내","화재","화기취급부주의","양호","1","1","0","0","0","한림 한수리포구내","33|20|00","126|12|00","어선","6.67",,,,
"2011-07-07 06:55","평택","항계내","화재","화기취급부주의","양호","1","0","0","0","0","전곡항 내","000|00|00","000|00|00","어선","7.93",,,,
